date,url
2023-03-30 21:28:49+00:00,https://twitter.com/netblocks/status/1641553088833093632
2023-03-10 14:49:51+00:00,https://twitter.com/netblocks/status/1634204926321500168
2023-03-09 07:45:36+00:00,https://twitter.com/netblocks/status/1633735772397350912
2023-02-27 12:55:08+00:00,https://twitter.com/netblocks/status/1630189793047896067
2023-02-10 09:45:24+00:00,https://twitter.com/netblocks/status/1623981448284733440
2023-01-26 10:59:13+00:00,https://twitter.com/netblocks/status/1618564210052698114
2023-01-14 15:23:48+00:00,https://twitter.com/netblocks/status/1614282137443647488
2022-12-31 16:15:28+00:00,https://twitter.com/netblocks/status/1609221709378248704
2022-12-29 13:30:24+00:00,https://twitter.com/netblocks/status/1608455396053721088
2022-12-20 19:27:22+00:00,https://twitter.com/netblocks/status/1605283739063537667
2022-12-19 18:24:19+00:00,https://twitter.com/netblocks/status/1604905483705393152
2022-12-19 16:48:07+00:00,https://twitter.com/netblocks/status/1604881271896674304
2022-12-16 13:12:13+00:00,https://twitter.com/netblocks/status/1603739776938655744
2022-12-05 13:12:16+00:00,https://twitter.com/netblocks/status/1599753524233048064
2022-11-25 17:04:26+00:00,https://twitter.com/netblocks/status/1596188070856085504
2022-11-23 15:09:06+00:00,https://twitter.com/netblocks/status/1595434272164577280
2022-11-23 14:39:19+00:00,https://twitter.com/netblocks/status/1595426777379356673
2022-11-16 15:59:27+00:00,https://twitter.com/netblocks/status/1592910226977476608
2022-11-15 15:51:32+00:00,https://twitter.com/netblocks/status/1592545845022691333
2022-11-15 15:32:07+00:00,https://twitter.com/netblocks/status/1592540961443299329
2022-11-11 17:07:42+00:00,https://twitter.com/netblocks/status/1591115462783668224
2022-11-03 23:12:27+00:00,https://twitter.com/netblocks/status/1588308153510264832
2022-10-31 14:40:27+00:00,https://twitter.com/netblocks/status/1587092137786708005
2022-10-30 15:48:16+00:00,https://twitter.com/netblocks/status/1586746816493674496
2022-10-25 11:33:41+00:00,https://twitter.com/netblocks/status/1584870812326191105
2022-10-23 16:11:20+00:00,https://twitter.com/netblocks/status/1584215908733837312
2022-10-22 17:16:22+00:00,https://twitter.com/netblocks/status/1583869885171761153
2022-10-22 12:44:22+00:00,https://twitter.com/netblocks/status/1583801433459404800
2022-10-20 12:33:42+00:00,https://twitter.com/netblocks/status/1583073975734652929
2022-10-19 22:38:45+00:00,https://twitter.com/netblocks/status/1582863852273692673
2022-10-18 12:25:51+00:00,https://twitter.com/netblocks/status/1582347224679268353
2022-10-17 23:43:48+00:00,https://twitter.com/netblocks/status/1582155448484237314
2022-10-12 07:26:13+00:00,https://twitter.com/netblocks/status/1580097493026865152
2022-10-11 09:22:33+00:00,https://twitter.com/netblocks/status/1579764378382921728
2022-10-10 10:49:39+00:00,https://twitter.com/netblocks/status/1579423913226141696
2022-10-10 08:24:34+00:00,https://twitter.com/netblocks/status/1579387401604321283
2022-10-10 07:16:00+00:00,https://twitter.com/netblocks/status/1579370144148905984
2022-09-27 22:12:45+00:00,https://twitter.com/netblocks/status/1574884777508872212
2022-09-12 11:39:56+00:00,https://twitter.com/netblocks/status/1569289704847310848
2022-09-11 18:41:25+00:00,https://twitter.com/netblocks/status/1569033385565093893
2022-08-25 14:15:20+00:00,https://twitter.com/netblocks/status/1562805830801838082
2022-08-24 13:04:10+00:00,https://twitter.com/netblocks/status/1562425536122867715
2022-08-23 16:06:00+00:00,https://twitter.com/netblocks/status/1562108906788249602
2022-08-22 22:06:46+00:00,https://twitter.com/netblocks/status/1561837308046884866
2022-08-14 20:49:04+00:00,https://twitter.com/netblocks/status/1558918652304539648
2022-08-10 21:23:04+00:00,https://twitter.com/netblocks/status/1557477655133540352
2022-07-27 20:17:27+00:00,https://twitter.com/netblocks/status/1552387712107298819
2022-07-26 15:00:25+00:00,https://twitter.com/netblocks/status/1551945543483531267
2022-07-19 14:51:35+00:00,https://twitter.com/netblocks/status/1549406601555189761
2022-07-06 19:48:32+00:00,https://twitter.com/netblocks/status/1544770291829710848
2022-06-11 15:14:09+00:00,https://twitter.com/netblocks/status/1535641544895696897
2022-06-08 12:24:34+00:00,https://twitter.com/netblocks/status/1534511702787629056
2022-05-30 16:01:52+00:00,https://twitter.com/netblocks/status/1531304896535875584
2022-05-29 12:11:35+00:00,https://twitter.com/netblocks/status/1530884559016951808
2022-05-13 00:10:25+00:00,https://twitter.com/netblocks/status/1524904864706449419
2022-05-10 12:15:09+00:00,https://twitter.com/netblocks/status/1524000086455431174
2022-05-04 10:54:17+00:00,https://twitter.com/netblocks/status/1521805409006333954
2022-05-03 18:12:52+00:00,https://twitter.com/netblocks/status/1521553393990483969
2022-05-01 21:14:55+00:00,https://twitter.com/netblocks/status/1520874432046239745
2022-04-30 17:31:15+00:00,https://twitter.com/netblocks/status/1520455755559747584
2022-04-26 15:32:31+00:00,https://twitter.com/netblocks/status/1518976324370583554
2022-04-23 14:46:57+00:00,https://twitter.com/netblocks/status/1517877692426858496
2022-04-22 19:16:48+00:00,https://twitter.com/netblocks/status/1517583215522947073
2022-04-20 17:38:50+00:00,https://twitter.com/netblocks/status/1516833785467351042
2022-04-19 15:06:02+00:00,https://twitter.com/netblocks/status/1516432944998588425
2022-04-17 12:55:06+00:00,https://twitter.com/netblocks/status/1515675218811006985
2022-04-15 14:31:02+00:00,https://twitter.com/netblocks/status/1514974585833275395
2022-04-15 02:33:31+00:00,https://twitter.com/netblocks/status/1514794014419025932
2022-04-13 13:32:28+00:00,https://twitter.com/netblocks/status/1514235071686926341
2022-04-06 15:00:14+00:00,https://twitter.com/netblocks/status/1511720444105310221
2022-04-06 14:02:08+00:00,https://twitter.com/netblocks/status/1511705822988058629
2022-04-02 17:42:45+00:00,https://twitter.com/netblocks/status/1510311791422808070
2022-04-01 16:51:08+00:00,https://twitter.com/netblocks/status/1509936412308684804
2022-04-01 11:46:24+00:00,https://twitter.com/netblocks/status/1509859721121079298
2022-03-30 18:54:35+00:00,https://twitter.com/netblocks/status/1509242703380365321
2022-03-30 14:53:53+00:00,https://twitter.com/netblocks/status/1509182129195868162
2022-03-28 23:36:43+00:00,https://twitter.com/netblocks/status/1508588929758502914
2022-03-28 15:25:49+00:00,https://twitter.com/netblocks/status/1508465391244304389
2022-03-28 14:38:37+00:00,https://twitter.com/netblocks/status/1508453511176065033
2022-03-26 15:48:08+00:00,https://twitter.com/netblocks/status/1507746229962346497
2022-03-24 23:37:09+00:00,https://twitter.com/netblocks/status/1507139485317926917
2022-03-23 21:29:08+00:00,https://twitter.com/netblocks/status/1506744880437108746
2022-03-20 14:22:05+00:00,https://twitter.com/netblocks/status/1505550245912006659
2022-03-19 22:21:42+00:00,https://twitter.com/netblocks/status/1505308560477073409
2022-03-19 21:43:03+00:00,https://twitter.com/netblocks/status/1505298830765481985
2022-03-18 16:09:25+00:00,https://twitter.com/netblocks/status/1504852481695703043
2022-03-17 17:52:20+00:00,https://twitter.com/netblocks/status/1504515993862819848
2022-03-16 19:43:45+00:00,https://twitter.com/netblocks/status/1504181646651760640
2022-03-16 19:20:57+00:00,https://twitter.com/netblocks/status/1504175910018326528
2022-03-16 11:49:14+00:00,https://twitter.com/netblocks/status/1504062231293661188
2022-03-15 22:45:46+00:00,https://twitter.com/netblocks/status/1503865064499163136
2022-03-15 17:55:23+00:00,https://twitter.com/netblocks/status/1503791987161505801
2022-03-15 17:05:39+00:00,https://twitter.com/netblocks/status/1503779472838963206
2022-03-14 15:08:39+00:00,https://twitter.com/netblocks/status/1503387637398261762
2022-03-13 19:44:48+00:00,https://twitter.com/netblocks/status/1503094748571131908
2022-03-12 12:54:36+00:00,https://twitter.com/netblocks/status/1502629130189381640
2022-03-12 08:04:17+00:00,https://twitter.com/netblocks/status/1502556067653373952
2022-03-11 17:07:25+00:00,https://twitter.com/netblocks/status/1502330366467657733
2022-03-11 11:37:07+00:00,https://twitter.com/netblocks/status/1502247241058328584
2022-03-11 03:29:56+00:00,https://twitter.com/netblocks/status/1502124636619907072
2022-03-10 20:53:06+00:00,https://twitter.com/netblocks/status/1502024769708998656
2022-03-09 16:08:26+00:00,https://twitter.com/netblocks/status/1501590744267730946
2022-03-09 14:15:00+00:00,https://twitter.com/netblocks/status/1501562197348081667
2022-03-09 13:15:41+00:00,https://twitter.com/netblocks/status/1501547269480456200
2022-03-09 11:59:44+00:00,https://twitter.com/netblocks/status/1501528158331453444
2022-03-08 20:17:32+00:00,https://twitter.com/netblocks/status/1501291046533279744
2022-03-08 12:14:19+00:00,https://twitter.com/netblocks/status/1501169440595001353
2022-03-07 13:42:12+00:00,https://twitter.com/netblocks/status/1500829169227341828
2022-03-06 22:55:22+00:00,https://twitter.com/netblocks/status/1500605988759605256
2022-03-06 16:07:36+00:00,https://twitter.com/netblocks/status/1500503370439835652
2022-03-06 14:07:55+00:00,https://twitter.com/netblocks/status/1500473252812148745
2022-03-05 19:19:23+00:00,https://twitter.com/netblocks/status/1500189246673637378
2022-03-04 13:14:22+00:00,https://twitter.com/netblocks/status/1499735002313015300
2022-03-04 11:36:39+00:00,https://twitter.com/netblocks/status/1499710408801857536
2022-03-04 00:13:21+00:00,https://twitter.com/netblocks/status/1499538450634231810
2022-03-03 19:43:39+00:00,https://twitter.com/netblocks/status/1499470577890955265
2022-03-03 18:23:40+00:00,https://twitter.com/netblocks/status/1499450451779010571
2022-03-03 15:24:12+00:00,https://twitter.com/netblocks/status/1499405285433253889
2022-03-03 12:54:06+00:00,https://twitter.com/netblocks/status/1499367511149760515
2022-03-02 15:58:27+00:00,https://twitter.com/netblocks/status/1499051516354834436
2022-03-02 12:48:09+00:00,https://twitter.com/netblocks/status/1499003625116512258
2022-03-01 21:27:31+00:00,https://twitter.com/netblocks/status/1498771940487667714
2022-03-01 17:25:09+00:00,https://twitter.com/netblocks/status/1498710948282052617
2022-03-01 10:15:42+00:00,https://twitter.com/netblocks/status/1498602873084686338
2022-03-01 01:55:17+00:00,https://twitter.com/netblocks/status/1498476938452688904
2022-02-27 18:01:08+00:00,https://twitter.com/netblocks/status/1497995229424717828
2022-02-27 14:28:48+00:00,https://twitter.com/netblocks/status/1497941791177416711
2022-02-26 22:44:53+00:00,https://twitter.com/netblocks/status/1497704249802645505
2022-02-26 15:28:51+00:00,https://twitter.com/netblocks/status/1497594515233951744
2022-02-26 10:45:15+00:00,https://twitter.com/netblocks/status/1497523148362862593
2022-02-26 03:13:37+00:00,https://twitter.com/netblocks/status/1497409488403505153
2022-02-25 18:03:19+00:00,https://twitter.com/netblocks/status/1497271000693710850
2022-02-25 16:14:50+00:00,https://twitter.com/netblocks/status/1497243699666985000
2022-02-25 14:32:23+00:00,https://twitter.com/netblocks/status/1497217920467877896
2022-02-24 17:48:30+00:00,https://twitter.com/netblocks/status/1496904885455007749
2022-02-24 13:01:16+00:00,https://twitter.com/netblocks/status/1496832598764834824
2022-02-24 04:47:45+00:00,https://twitter.com/netblocks/status/1496708402755559424
2022-02-23 20:46:10+00:00,https://twitter.com/netblocks/status/1496587206915411972
2022-02-23 19:59:06+00:00,https://twitter.com/netblocks/status/1496575364843380741
2022-02-23 16:11:06+00:00,https://twitter.com/netblocks/status/1496517984101220363
2022-02-23 15:28:40+00:00,https://twitter.com/netblocks/status/1496507307756339206
2022-02-23 14:55:23+00:00,https://twitter.com/netblocks/status/1496498930925940738
2022-02-20 14:32:59+00:00,https://twitter.com/netblocks/status/1495406130641747969
2022-02-20 06:33:44+00:00,https://twitter.com/netblocks/status/1495285523811864576
2022-02-20 05:58:46+00:00,https://twitter.com/netblocks/status/1495276725437145092
2022-02-18 21:32:50+00:00,https://twitter.com/netblocks/status/1494787014562140161
2022-02-18 12:11:52+00:00,https://twitter.com/netblocks/status/1494645841549791261
2022-02-17 23:12:07+00:00,https://twitter.com/netblocks/status/1494449612958097408
2022-02-15 17:49:37+00:00,https://twitter.com/netblocks/status/1493643677532573696
2022-02-15 16:59:43+00:00,https://twitter.com/netblocks/status/1493631119669047299
